train_no,train_type,current_station,next_station,distance_remaining_km,current_speed_kmph,current_delay_min,historical_avg_delay_min,congestion_score,weather,hour,day_of_week,actual_remaining_time_min
12301,Rajdhani,Gaya,Howrah,215.5,68.8,21.4,20.4,0.523,Clear,10,4,192.7
12723,Express,Hyderabad,Kazipet,126.8,57.7,1.1,7.0,0.194,Clear,23,6,140.4
12301,Rajdhani,DDU,Gaya,190.3,79.6,9.2,11.0,0.132,Clear,6,3,152.9
12301,Rajdhani,New Delhi,Kanpur,201.6,74.5,-5.0,20.3,0.46,Fog,23,2,177.9
12627,Express,Nellore,Vijayawada,250.3,73.0,27.6,14.0,0.573,Clear,3,1,204.9
12860,Express,Mumbai,Pune,209.9,63.7,-5.0,10.6,0.33,Heavy Rain,23,6,213.1
12723,Express,Hyderabad,Kazipet,140.0,64.2,-5.0,5.7,0.285,Rain,23,5,133.6
12259,Duronto,DDU,New Delhi,237.0,68.0,18.1,11.2,0.395,Fog,9,4,226.5
12259,Duronto,Sealdah,Asansol,143.7,63.2,14.8,15.7,0.099,Clear,0,5,162.2
12301,Rajdhani,Prayagraj,DDU,205.5,71.7,4.4,23.2,0.173,Clear,5,0,166.3
12627,Express,Vijayawada,Warangal,203.4,62.1,17.4,26.9,0.127,Heavy Rain,6,0,214.8
12259,Duronto,Dhanbad,Gaya,185.8,67.3,19.4,13.8,0.359,Clear,3,2,155.9
12860,Express,Wadi,Secunderabad,175.2,67.2,4.8,10.1,0.463,Clear,10,0,182.9
12627,Express,Warangal,Secunderabad,156.3,50.3,22.9,0.0,0.356,Rain,9,1,208.1
12259,Duronto,Sealdah,Asansol,183.3,68.5,-5.0,17.7,0.362,Rain,23,0,156.8
12860,Express,Mumbai,Pune,215.8,60.2,3.1,15.5,0.651,Fog,23,6,218.3
12259,Duronto,Gaya,DDU,208.6,76.5,-1.0,5.5,0.446,Rain,6,2,178.5
12951,Rajdhani,Surat,Vadodara,114.4,64.0,-4.6,2.2,0.349,Clear,1,3,125.5
12723,Express,Kazipet,Warangal,47.4,72.9,4.3,13.4,0.146,Clear,1,4,36.3
12860,Express,Kalaburagi,Wadi,93.6,69.9,19.2,19.8,0.405,Clear,7,1,100.9
12627,Express,Nellore,Vijayawada,154.7,55.6,-4.3,13.2,0.198,Clear,3,3,193.5
12951,Rajdhani,Surat,Vadodara,148.8,76.1,18.1,0.0,0.245,Clear,2,5,138.3
12259,Duronto,Asansol,Dhanbad,109.6,67.9,2.7,8.9,0.114,Clear,2,0,96.4
12259,Duronto,Asansol,Dhanbad,95.3,68.2,14.4,18.5,0.468,Rain,1,4,121.7
12951,Rajdhani,Ratlam,Kota,192.5,73.4,23.1,8.3,0.128,Clear,7,0,196.5
12301,Rajdhani,Prayagraj,DDU,206.2,69.4,3.0,0.0,0.224,Clear,5,2,170.1
12723,Express,Warangal,Vijayawada,173.5,50.4,15.6,0.5,0.43,Clear,2,2,210.1
12860,Express,Pune,Solapur,200.5,72.2,31.0,1.5,0.068,Clear,3,1,203.0
12259,Duronto,Gaya,DDU,209.1,70.7,8.8,26.6,0.239,Clear,7,5,178.4
12723,Express,Warangal,Vijayawada,220.3,65.8,18.6,6.2,0.385,Clear,1,4,211.8
12259,Duronto,DDU,New Delhi,271.8,71.1,12.3,15.4,0.376,Clear,9,3,226.3
12259,Duronto,Asansol,Dhanbad,91.5,66.0,2.4,12.6,0.428,Clear,1,6,94.4
12860,Express,Solapur,Kalaburagi,147.6,54.6,11.2,10.5,0.233,Rain,5,0,174.9
12259,Duronto,Dhanbad,Gaya,212.1,81.0,21.9,4.7,0.206,Clear,3,2,157.3
12860,Express,Kalaburagi,Wadi,76.5,66.6,-5.0,11.3,0.156,Clear,9,2,99.3
12951,Rajdhani,Kota,New Delhi,247.3,84.9,19.9,31.7,0.199,Clear,11,4,212.7
12301,Rajdhani,New Delhi,Kanpur,155.1,60.2,17.1,13.2,0.531,Rain,0,6,192.1
12723,Express,Warangal,Vijayawada,164.0,52.5,7.9,20.8,0.297,Clear,2,4,222.8
12951,Rajdhani,Surat,Vadodara,124.8,65.7,17.8,16.5,0.395,Clear,2,4,148.1
12723,Express,Kazipet,Warangal,40.0,61.8,6.5,0.0,0.209,Fog,2,1,57.2
12259,Duronto,Dhanbad,Gaya,155.5,70.3,-3.1,26.0,0.336,Clear,3,1,155.2
12259,Duronto,DDU,New Delhi,231.0,67.8,-5.0,1.7,0.286,Clear,9,0,208.5
12723,Express,Hyderabad,Kazipet,124.6,64.3,33.6,4.8,0.109,Rain,23,2,145.6
12723,Express,Hyderabad,Kazipet,138.6,61.6,15.6,3.3,0.059,Clear,23,1,158.2
12259,Duronto,DDU,New Delhi,297.4,76.4,25.8,1.8,0.428,Rain,9,2,219.0
12259,Duronto,Sealdah,Asansol,140.8,62.2,6.8,9.8,0.294,Clear,23,5,148.4
12259,Duronto,Sealdah,Asansol,207.1,75.1,10.8,9.7,0.244,Clear,23,0,168.6
12723,Express,Gudur,Chennai,208.4,65.0,9.2,10.3,0.025,Rain,9,0,204.8
12627,Express,Nellore,Vijayawada,136.2,44.4,15.6,2.9,0.251,Heavy Rain,4,4,214.7
12259,Duronto,Sealdah,Asansol,168.4,70.9,-0.3,9.1,0.374,Clear,0,2,165.6
12259,Duronto,Dhanbad,Gaya,125.3,59.7,5.7,14.9,0.169,Rain,3,3,160.6
12951,Rajdhani,Ratlam,Kota,185.5,69.6,1.5,10.3,0.448,Heavy Rain,8,2,198.9
12627,Express,Warangal,Secunderabad,201.4,63.2,29.6,6.5,0.145,Clear,9,5,194.4
12301,Rajdhani,New Delhi,Kanpur,173.2,71.6,27.2,7.3,0.357,Clear,23,5,174.0
12301,Rajdhani,Gaya,Howrah,147.6,55.4,23.7,5.0,0.338,Clear,9,4,192.7
12259,Duronto,Dhanbad,Gaya,186.7,81.1,1.9,3.2,0.296,Heavy Rain,4,4,164.9
12627,Express,Warangal,Secunderabad,187.4,69.0,40.9,6.3,0.138,Rain,9,3,208.7
12951,Rajdhani,Mumbai,Surat,221.5,66.5,20.9,5.8,0.341,Clear,23,3,193.4
12301,Rajdhani,New Delhi,Kanpur,175.3,76.6,14.2,0.0,0.399,Rain,0,3,166.0
12259,Duronto,Dhanbad,Gaya,182.8,81.1,17.2,15.3,0.335,Fog,4,5,159.8
12301,Rajdhani,New Delhi,Kanpur,210.1,75.0,15.3,0.0,0.329,Clear,0,3,162.5
12301,Rajdhani,DDU,Gaya,183.4,79.1,2.5,13.4,0.244,Clear,8,4,158.6
12259,Duronto,Asansol,Dhanbad,116.8,66.1,33.3,17.7,0.127,Clear,2,3,110.2
12259,Duronto,Sealdah,Asansol,231.4,80.6,-5.0,8.7,0.259,Clear,0,3,167.8
12860,Express,Wadi,Secunderabad,137.3,54.6,-5.0,7.4,0.054,Clear,9,1,173.6
12301,Rajdhani,Prayagraj,DDU,221.7,77.4,14.5,15.3,0.275,Heavy Rain,4,5,180.1
12723,Express,Gudur,Chennai,158.6,51.1,-5.0,0.0,0.1,Clear,8,1,204.3
12951,Rajdhani,Ratlam,Kota,187.6,73.3,-5.0,4.3,0.016,Clear,8,1,173.8
12259,Duronto,Dhanbad,Gaya,182.7,72.7,42.6,6.7,0.592,Clear,4,0,164.7
12723,Express,Warangal,Vijayawada,191.7,60.8,2.6,15.7,0.22,Rain,3,3,204.4
12259,Duronto,Dhanbad,Gaya,182.4,69.3,0.5,25.9,0.232,Fog,3,4,164.0
12860,Express,Mumbai,Pune,218.8,65.2,17.5,10.2,0.148,Fog,23,1,214.1
12723,Express,Gudur,Chennai,138.3,45.4,23.8,1.1,0.111,Clear,8,1,233.6
12860,Express,Kalaburagi,Wadi,89.0,66.7,7.1,7.1,0.184,Heavy Rain,8,1,103.4
12259,Duronto,Gaya,DDU,214.1,73.8,10.2,9.6,0.297,Rain,7,0,179.4
12723,Express,Gudur,Chennai,162.6,58.5,7.5,14.2,0.318,Rain,9,6,223.8
12723,Express,Vijayawada,Gudur,164.5,59.3,31.1,3.1,0.218,Fog,5,3,227.8
12259,Duronto,DDU,New Delhi,264.1,78.2,29.5,12.9,0.442,Heavy Rain,9,1,228.7
12627,Express,Gudur,Nellore,49.6,47.8,10.8,16.6,0.068,Clear,3,2,86.0
12259,Duronto,Sealdah,Asansol,149.2,62.7,3.9,5.6,0.155,Fog,23,4,159.5
12301,Rajdhani,DDU,Gaya,132.6,63.3,8.5,4.2,0.179,Rain,8,6,143.8
12860,Express,Kalaburagi,Wadi,65.7,55.8,33.4,21.8,0.288,Clear,7,1,115.7
12860,Express,Mumbai,Pune,202.6,69.9,15.5,10.4,0.288,Fog,23,2,220.0
12259,Duronto,Gaya,DDU,210.7,70.5,11.8,9.7,0.16,Clear,6,1,166.5
12301,Rajdhani,New Delhi,Kanpur,217.8,78.8,23.6,7.7,0.047,Clear,23,1,156.2
12723,Express,Gudur,Chennai,249.7,68.7,19.5,9.0,0.347,Fog,8,0,207.3
12301,Rajdhani,Prayagraj,DDU,213.6,72.7,35.9,1.3,0.078,Rain,4,6,183.8
12723,Express,Hyderabad,Kazipet,143.5,61.1,39.9,0.0,0.429,Clear,23,0,149.6
12951,Rajdhani,Kota,New Delhi,229.1,63.3,29.4,14.5,0.506,Clear,10,1,224.4
12627,Express,Warangal,Secunderabad,200.5,77.0,33.5,16.2,0.189,Heavy Rain,10,3,207.8
12627,Express,Vijayawada,Warangal,165.6,53.4,10.1,22.0,0.352,Clear,7,0,211.6
12627,Express,Nellore,Vijayawada,188.4,66.0,0.4,0.9,0.396,Clear,3,2,191.4
12301,Rajdhani,Prayagraj,DDU,187.8,79.3,3.1,3.5,0.283,Clear,5,0,172.6
12627,Express,Chennai,Gudur,130.5,58.4,20.9,16.7,0.451,Clear,0,1,170.9
12627,Express,Nellore,Vijayawada,151.4,53.5,6.7,11.5,0.211,Clear,3,1,193.1
12301,Rajdhani,New Delhi,Kanpur,182.1,81.3,24.9,9.1,0.059,Clear,23,6,166.9
12723,Express,Kazipet,Warangal,40.0,53.1,22.1,16.9,0.122,Rain,1,5,64.8
12259,Duronto,Asansol,Dhanbad,116.3,74.6,-5.0,24.9,0.354,Rain,2,5,112.0
12723,Express,Vijayawada,Gudur,193.0,58.0,12.9,8.5,0.188,Clear,6,6,208.8
12259,Duronto,Dhanbad,Gaya,168.1,74.8,18.6,15.2,0.414,Clear,3,5,167.6
12627,Express,Warangal,Secunderabad,174.5,63.2,-3.8,19.0,0.205,Rain,9,5,190.7
12723,Express,Hyderabad,Kazipet,146.5,64.2,34.5,14.8,0.073,Fog,0,0,168.4
12259,Duronto,Dhanbad,Gaya,178.1,65.8,15.9,8.2,0.155,Fog,4,5,149.2
12723,Express,Gudur,Chennai,137.4,47.0,-5.0,12.6,0.312,Clear,9,2,210.2
12951,Rajdhani,Ratlam,Kota,173.6,56.4,14.0,9.7,0.114,Clear,8,2,200.6
12860,Express,Kalaburagi,Wadi,97.0,79.5,14.3,0.0,0.158,Clear,8,3,90.9
12860,Express,Kalaburagi,Wadi,82.4,54.1,11.7,13.5,0.149,Rain,8,4,107.4
12627,Express,Nellore,Vijayawada,255.5,80.5,5.8,1.2,0.265,Rain,3,0,190.4
12951,Rajdhani,Vadodara,Ratlam,199.3,68.2,9.3,4.7,0.128,Clear,5,1,171.2
12860,Express,Wadi,Secunderabad,170.5,67.4,21.9,0.0,0.179,Fog,9,4,179.7
12259,Duronto,Asansol,Dhanbad,70.8,45.2,18.2,19.6,0.215,Clear,1,0,141.5
12860,Express,Pune,Solapur,163.7,60.2,2.7,0.0,0.258,Rain,3,4,193.7
12951,Rajdhani,Ratlam,Kota,193.9,60.4,13.8,10.3,0.261,Clear,7,3,198.5
12627,Express,Warangal,Secunderabad,220.9,74.5,23.5,10.5,0.246,Clear,9,4,188.2
12951,Rajdhani,Mumbai,Surat,190.1,67.5,32.3,28.2,0.327,Fog,23,0,211.0
12723,Express,Kazipet,Warangal,40.0,54.5,21.7,3.9,0.045,Clear,2,0,53.3
12723,Express,Gudur,Chennai,151.1,52.5,22.8,7.8,0.273,Rain,8,5,221.8
12301,Rajdhani,New Delhi,Kanpur,213.8,80.9,6.7,14.4,0.055,Clear,23,0,164.9
12860,Express,Kalaburagi,Wadi,60.8,48.3,-3.9,17.0,0.095,Clear,8,0,105.7
12627,Express,Nellore,Vijayawada,167.4,58.8,11.1,13.4,0.209,Clear,2,5,195.8
12723,Express,Gudur,Chennai,217.7,61.3,37.1,2.2,0.219,Rain,9,0,226.2
12951,Rajdhani,Vadodara,Ratlam,176.6,69.3,23.5,4.5,0.086,Clear,5,1,178.6
12259,Duronto,Gaya,DDU,150.0,56.3,25.9,11.3,0.471,Fog,6,2,204.3
12860,Express,Kalaburagi,Wadi,99.0,71.2,34.0,20.8,0.374,Fog,8,4,114.9
12627,Express,Vijayawada,Warangal,160.6,57.2,0.1,16.4,0.219,Clear,7,2,189.1
12723,Express,Kazipet,Warangal,40.0,61.1,5.0,6.9,0.513,Clear,0,3,49.9
12259,Duronto,Asansol,Dhanbad,115.7,71.8,9.3,5.5,0.052,Clear,2,5,102.3
12951,Rajdhani,Vadodara,Ratlam,153.2,55.7,31.0,12.4,0.089,Clear,5,6,202.4
12951,Rajdhani,Surat,Vadodara,127.2,68.7,0.1,7.2,0.178,Heavy Rain,3,6,134.4
12723,Express,Vijayawada,Gudur,161.4,56.9,28.4,17.1,0.192,Fog,6,6,232.4
12301,Rajdhani,DDU,Gaya,179.3,71.3,15.4,20.4,0.208,Rain,7,6,154.8
12723,Express,Hyderabad,Kazipet,146.2,65.5,10.1,10.2,0.151,Rain,23,0,134.1
12259,Duronto,DDU,New Delhi,198.3,57.5,5.4,11.3,0.224,Clear,9,4,217.8
12951,Rajdhani,Surat,Vadodara,139.6,66.6,27.0,19.6,0.346,Clear,3,6,143.3
12951,Rajdhani,Mumbai,Surat,216.7,66.9,12.7,15.3,0.329,Heavy Rain,23,5,212.2
12301,Rajdhani,Kanpur,Prayagraj,205.7,68.4,13.9,17.0,0.238,Fog,2,1,176.5
12723,Express,Kazipet,Warangal,40.0,65.5,12.2,27.3,0.166,Clear,2,3,46.1
12301,Rajdhani,Kanpur,Prayagraj,198.3,71.9,0.7,6.2,0.142,Clear,3,3,159.2
12860,Express,Solapur,Kalaburagi,188.8,66.4,6.9,13.3,0.368,Clear,4,4,167.4
12259,Duronto,Sealdah,Asansol,191.7,68.8,26.7,6.6,0.266,Clear,23,1,162.1
12723,Express,Vijayawada,Gudur,184.7,55.9,11.1,1.6,0.163,Clear,7,4,209.9
12259,Duronto,Asansol,Dhanbad,129.6,79.0,11.1,0.0,0.014,Heavy Rain,3,4,109.6
12627,Express,Nellore,Vijayawada,130.3,44.7,12.1,13.1,0.613,Rain,3,2,229.3
12723,Express,Kazipet,Warangal,47.2,72.9,8.2,12.8,0.219,Clear,2,1,50.0
12723,Express,Hyderabad,Kazipet,128.6,52.6,-0.7,11.5,0.431,Clear,0,2,143.6
12301,Rajdhani,Prayagraj,DDU,201.8,75.1,25.3,3.7,0.239,Clear,5,6,168.4
12627,Express,Nellore,Vijayawada,158.7,59.4,5.0,14.4,0.225,Clear,4,3,197.4
12259,Duronto,Sealdah,Asansol,148.2,66.1,-5.0,9.7,0.149,Clear,23,2,151.4
12259,Duronto,Sealdah,Asansol,137.4,50.7,21.4,21.1,0.592,Clear,23,2,179.1
12627,Express,Nellore,Vijayawada,177.3,65.4,9.5,7.6,0.464,Rain,3,5,199.1
12723,Express,Vijayawada,Gudur,168.7,53.2,-5.0,10.8,0.276,Clear,4,4,206.5
12723,Express,Gudur,Chennai,222.5,60.0,20.2,0.0,0.187,Clear,9,6,211.8
12259,Duronto,Gaya,DDU,189.2,73.5,1.7,3.9,0.468,Clear,6,3,181.6
12259,Duronto,Asansol,Dhanbad,114.1,73.2,2.6,8.3,0.161,Heavy Rain,2,0,116.5
12627,Express,Warangal,Secunderabad,183.2,60.5,5.9,0.0,0.304,Fog,9,3,193.6
12627,Express,Gudur,Nellore,75.0,65.0,8.3,10.4,0.208,Rain,2,6,66.0
12301,Rajdhani,Prayagraj,DDU,181.9,69.8,10.1,13.3,0.046,Rain,5,3,171.5
12259,Duronto,Sealdah,Asansol,141.6,64.0,-5.0,0.6,0.573,Clear,23,4,148.3
12723,Express,Warangal,Vijayawada,187.4,55.3,9.7,9.5,0.092,Clear,3,2,207.5
12259,Duronto,Gaya,DDU,203.2,69.0,-2.3,12.5,0.532,Heavy Rain,5,2,193.4
12860,Express,Pune,Solapur,246.9,74.6,-0.3,6.2,0.249,Clear,3,0,177.6
12627,Express,Warangal,Secunderabad,170.1,62.1,8.7,18.4,0.188,Clear,9,6,190.4
12259,Duronto,Asansol,Dhanbad,100.1,56.7,16.2,13.3,0.374,Rain,2,6,134.4
12301,Rajdhani,Gaya,Howrah,193.2,64.6,16.3,24.2,0.454,Clear,9,4,195.1
12951,Rajdhani,Surat,Vadodara,155.5,73.7,27.1,4.6,0.621,Clear,4,4,144.9
12860,Express,Kalaburagi,Wadi,73.1,56.0,0.6,0.0,0.09,Clear,8,4,91.9
12301,Rajdhani,Gaya,Howrah,180.6,65.7,8.0,12.0,0.309,Clear,10,5,184.5
12301,Rajdhani,Kanpur,Prayagraj,223.2,74.2,22.8,14.4,0.093,Rain,3,4,183.5
12627,Express,Nellore,Vijayawada,174.7,63.6,-5.0,0.0,0.067,Clear,3,5,190.1
12627,Express,Chennai,Gudur,164.7,77.0,11.6,9.9,0.324,Heavy Rain,23,2,176.5
12259,Duronto,DDU,New Delhi,293.7,81.6,5.1,11.1,0.213,Rain,9,2,202.8
12627,Express,Warangal,Secunderabad,247.9,78.3,20.4,21.7,0.504,Clear,9,6,204.5
12301,Rajdhani,DDU,Gaya,139.3,64.0,4.9,9.2,0.111,Rain,8,2,144.1
12259,Duronto,DDU,New Delhi,209.8,70.1,39.8,5.3,0.423,Clear,10,4,234.5
12723,Express,Gudur,Chennai,240.5,65.7,6.4,15.4,0.311,Clear,9,1,205.9
12860,Express,Solapur,Kalaburagi,99.0,42.9,33.6,26.7,0.306,Rain,6,2,199.9
12627,Express,Nellore,Vijayawada,166.0,53.0,22.0,20.3,0.264,Rain,4,4,219.9
12301,Rajdhani,DDU,Gaya,160.1,74.7,-5.0,16.2,0.588,Rain,8,4,151.8
12723,Express,Gudur,Chennai,180.7,59.8,12.4,0.0,0.285,Clear,8,4,209.4
12951,Rajdhani,Surat,Vadodara,135.6,71.3,17.0,14.1,0.093,Clear,2,6,134.2
12860,Express,Pune,Solapur,207.0,62.2,2.5,20.4,0.223,Clear,4,5,199.4
12860,Express,Mumbai,Pune,185.8,66.6,15.3,18.0,0.292,Clear,1,4,194.9
12723,Express,Hyderabad,Kazipet,148.0,71.3,6.2,19.8,0.026,Fog,0,3,158.7
12860,Express,Kalaburagi,Wadi,79.1,67.1,18.7,12.3,0.439,Rain,9,2,100.4
12951,Rajdhani,Surat,Vadodara,137.1,72.7,-5.0,6.3,0.427,Clear,3,3,134.9
12723,Express,Kazipet,Warangal,40.0,59.5,24.2,2.4,0.553,Clear,2,4,66.1
12723,Express,Gudur,Chennai,186.9,60.6,23.6,22.1,0.203,Clear,10,6,216.6
12723,Express,Gudur,Chennai,179.8,53.7,22.1,14.1,0.17,Clear,8,0,213.4
12951,Rajdhani,Ratlam,Kota,131.4,48.0,10.9,24.9,0.203,Clear,7,1,213.1
12860,Express,Wadi,Secunderabad,159.8,58.0,10.3,0.0,0.372,Clear,9,4,180.8
12301,Rajdhani,Kanpur,Prayagraj,183.1,77.5,14.5,17.1,0.309,Clear,2,5,158.0
12259,Duronto,Asansol,Dhanbad,151.1,85.7,12.2,17.3,0.263,Heavy Rain,2,1,124.8
12860,Express,Pune,Solapur,177.4,68.1,11.0,0.8,0.088,Clear,2,2,180.6
12860,Express,Pune,Solapur,197.6,64.3,16.1,0.0,0.393,Rain,3,5,194.4
12723,Express,Kazipet,Warangal,40.0,64.8,21.2,8.1,0.062,Rain,2,4,55.4
12627,Express,Vijayawada,Warangal,185.4,62.1,10.8,14.1,0.106,Rain,6,4,188.4
12723,Express,Gudur,Chennai,199.7,56.3,6.1,23.6,0.208,Clear,9,6,206.4
12301,Rajdhani,DDU,Gaya,142.8,69.9,6.9,11.1,0.419,Clear,8,2,146.1
12259,Duronto,Gaya,DDU,173.2,66.7,11.5,0.0,0.203,Clear,5,5,173.4
12259,Duronto,Sealdah,Asansol,158.3,68.4,22.4,10.8,0.176,Clear,0,2,164.6
12951,Rajdhani,Surat,Vadodara,130.2,71.9,0.4,0.0,0.278,Rain,3,6,129.4
12627,Express,Nellore,Vijayawada,184.8,58.0,21.9,17.0,0.329,Clear,3,3,212.3
12951,Rajdhani,Vadodara,Ratlam,180.4,66.5,1.6,20.3,0.3,Rain,4,5,184.5
12951,Rajdhani,Kota,New Delhi,222.8,74.1,-0.4,11.5,0.309,Heavy Rain,10,3,210.7
12860,Express,Kalaburagi,Wadi,91.5,73.8,-5.0,3.2,0.028,Clear,7,0,80.7
12301,Rajdhani,New Delhi,Kanpur,171.4,64.5,14.5,10.2,0.312,Rain,23,2,176.6
12301,Rajdhani,Kanpur,Prayagraj,172.3,73.9,12.2,5.1,0.106,Heavy Rain,3,2,175.3
12860,Express,Pune,Solapur,148.8,50.4,6.1,18.0,0.231,Clear,2,1,211.0
12723,Express,Gudur,Chennai,172.4,57.7,13.8,15.4,0.274,Clear,8,5,216.6
12860,Express,Kalaburagi,Wadi,89.2,58.5,11.9,14.7,0.374,Clear,8,4,94.0
12259,Duronto,Sealdah,Asansol,169.0,66.8,3.7,4.0,0.563,Clear,23,5,159.3
12627,Express,Gudur,Nellore,62.7,61.7,15.6,9.4,0.045,Clear,2,1,74.2
12860,Express,Wadi,Secunderabad,194.6,66.3,14.8,10.9,0.276,Clear,10,3,175.2
12951,Rajdhani,Ratlam,Kota,210.7,77.4,9.5,12.4,0.214,Rain,8,3,184.6
12627,Express,Chennai,Gudur,133.6,60.2,9.7,5.5,0.769,Clear,23,1,178.3
12860,Express,Solapur,Kalaburagi,188.9,69.7,-2.3,18.4,0.361,Clear,5,0,156.6
12259,Duronto,Sealdah,Asansol,167.2,71.8,-5.0,19.8,0.309,Clear,0,6,161.3
12860,Express,Wadi,Secunderabad,165.8,68.4,8.8,16.0,0.217,Clear,10,0,176.6
12301,Rajdhani,Kanpur,Prayagraj,182.8,75.0,-2.0,4.5,0.293,Clear,2,6,169.4
12951,Rajdhani,Surat,Vadodara,143.5,67.0,6.9,5.4,0.036,Heavy Rain,3,4,145.2
12627,Express,Gudur,Nellore,51.6,55.5,14.7,3.8,0.334,Clear,2,1,81.6
12259,Duronto,Dhanbad,Gaya,194.1,71.4,1.5,9.4,0.263,Rain,4,4,160.5
12259,Duronto,Asansol,Dhanbad,129.9,74.7,9.3,0.7,0.323,Clear,2,0,103.6
12627,Express,Chennai,Gudur,154.4,56.5,-2.8,3.7,0.555,Clear,23,0,162.7
12627,Express,Vijayawada,Warangal,176.7,67.9,20.0,3.9,0.131,Clear,7,2,193.4
12259,Duronto,DDU,New Delhi,241.0,73.4,24.2,0.1,0.088,Clear,9,4,216.2
12301,Rajdhani,Gaya,Howrah,157.8,51.1,25.3,3.0,0.286,Rain,10,6,215.8
12723,Express,Vijayawada,Gudur,213.0,58.2,13.4,30.3,0.228,Rain,5,5,223.6
12301,Rajdhani,Gaya,Howrah,254.3,81.7,-3.8,2.4,0.215,Clear,10,5,174.4
12723,Express,Gudur,Chennai,193.2,64.1,10.4,0.0,0.259,Clear,9,5,203.3
12951,Rajdhani,Kota,New Delhi,222.0,74.4,18.0,20.5,0.004,Rain,9,2,215.0
12259,Duronto,DDU,New Delhi,267.6,78.0,-5.0,20.9,0.36,Clear,9,5,218.3
12723,Express,Kazipet,Warangal,40.0,61.5,-5.0,13.1,0.342,Clear,2,0,39.0
12860,Express,Mumbai,Pune,158.9,44.9,15.4,7.0,0.161,Fog,0,4,224.5
12259,Duronto,Asansol,Dhanbad,78.5,57.3,23.7,22.7,0.133,Rain,1,4,121.9
12860,Express,Solapur,Kalaburagi,128.7,50.0,27.0,10.6,0.396,Clear,6,2,179.8
12723,Express,Vijayawada,Gudur,207.5,70.2,17.9,22.0,0.113,Clear,5,5,207.9
12860,Express,Pune,Solapur,222.8,65.3,15.9,3.1,0.306,Fog,2,5,200.3
12860,Express,Mumbai,Pune,175.3,48.5,5.4,24.2,0.359,Fog,0,6,222.8
12723,Express,Vijayawada,Gudur,186.0,60.2,23.9,12.9,0.297,Clear,5,2,224.2
12259,Duronto,Gaya,DDU,210.7,78.4,42.6,11.2,0.432,Clear,7,4,196.9
12723,Express,Kazipet,Warangal,40.0,46.2,13.7,16.4,0.134,Clear,2,4,66.9
12627,Express,Nellore,Vijayawada,125.4,46.0,0.0,6.5,0.413,Fog,3,6,207.2
12301,Rajdhani,Kanpur,Prayagraj,170.7,64.8,18.6,6.2,0.593,Clear,2,5,182.3
12723,Express,Hyderabad,Kazipet,129.5,53.8,37.3,11.2,0.153,Clear,0,0,168.0
12301,Rajdhani,DDU,Gaya,161.5,71.0,12.0,0.0,0.27,Clear,7,1,144.3
12951,Rajdhani,Vadodara,Ratlam,172.0,59.9,30.1,16.6,0.305,Clear,4,1,194.9
12951,Rajdhani,Surat,Vadodara,128.6,68.7,7.9,10.1,0.326,Rain,2,4,136.3
12301,Rajdhani,Prayagraj,DDU,164.1,63.0,15.0,5.1,0.29,Clear,4,4,174.5
12723,Express,Warangal,Vijayawada,257.6,69.3,27.2,20.6,0.333,Clear,2,5,215.2
12627,Express,Warangal,Secunderabad,216.8,66.6,18.0,7.5,0.282,Fog,10,3,207.0
12259,Duronto,Gaya,DDU,220.7,71.6,6.5,10.2,0.415,Fog,6,6,179.2
12627,Express,Warangal,Secunderabad,126.1,44.7,-5.0,8.9,0.308,Fog,9,4,214.7
12860,Express,Kalaburagi,Wadi,71.4,53.9,22.6,7.6,0.292,Clear,8,0,105.2
12723,Express,Kazipet,Warangal,44.1,72.1,-5.0,9.2,0.165,Clear,2,6,40.1
12627,Express,Nellore,Vijayawada,149.5,54.3,14.3,5.0,0.095,Fog,4,4,199.7
12723,Express,Gudur,Chennai,247.7,68.1,9.1,4.2,0.264,Fog,8,4,217.3
12723,Express,Hyderabad,Kazipet,133.1,59.0,-5.0,0.0,0.201,Clear,22,2,140.2
12259,Duronto,Asansol,Dhanbad,104.3,66.9,-5.0,4.7,0.264,Clear,2,1,103.8
12951,Rajdhani,Mumbai,Surat,158.7,60.5,-5.0,14.4,0.413,Fog,0,4,196.5
12723,Express,Warangal,Vijayawada,172.4,54.9,16.4,18.5,0.113,Clear,3,4,219.5
12860,Express,Wadi,Secunderabad,167.8,61.4,34.9,6.5,0.203,Rain,10,0,181.7
12723,Express,Kazipet,Warangal,40.9,76.2,17.9,24.5,0.138,Clear,1,6,40.7
12301,Rajdhani,DDU,Gaya,147.5,69.7,23.0,5.0,0.274,Clear,8,0,152.3
12301,Rajdhani,Gaya,Howrah,211.1,73.5,-5.0,15.5,0.406,Clear,10,3,180.8
12951,Rajdhani,Mumbai,Surat,211.5,70.9,9.8,0.0,0.027,Clear,23,1,180.8
12301,Rajdhani,Prayagraj,DDU,185.2,68.6,35.7,14.6,0.297,Clear,4,2,183.3
12860,Express,Mumbai,Pune,250.8,72.7,-2.2,0.8,0.06,Clear,0,2,192.5
12723,Express,Warangal,Vijayawada,153.7,41.5,29.6,16.6,0.39,Rain,2,0,249.3
12301,Rajdhani,New Delhi,Kanpur,170.1,71.6,-5.0,8.9,0.046,Clear,22,6,160.9
12301,Rajdhani,Kanpur,Prayagraj,177.5,61.6,22.1,16.5,0.225,Clear,2,0,179.4
12301,Rajdhani,Prayagraj,DDU,171.3,72.1,19.3,11.7,0.146,Rain,5,4,180.2
